sort20220911	CollectionCode2018	CollectionCode2019	VeryOldCC	CollectionCodeOld	CollectionCode	etOHstorageLoc	TransferNotes	BiogeographicRegion	Country	Adm1	Adm2	Region	Locale	LocalityCode	LocalityCode2	LocalityNotes	DateCollectedStart	DateCollectedEnd	Time	Method	Lat	Lon	LatLonMaxError	Datum	Elevation	ElevationMaxError	Habitat	Microhabitat	Medium	CollectedBy	CollectionNotes	LocatedAt	OwnedBy	TaxonNotes
81	RPO#0068	RPO#0081	78	RO-06-171	RPO#0081			North America	USA	AZ	Maricopa	Superstition Mountains	Fish Creek Canyon		original GPS waypoint: 59		4/16/2006			hand	33.5248	-111.3072	30 m	WGS 84	702	Acquired through GBIF in 2015 from lat/lon	upland Sonoran desertscrub	ex nest	pinned	RP Overson				
82	RPO#0069	RPO#0082	79	RO-06-172	RPO#0082			North America	USA	AZ	Maricopa	Superstition Mountains	Fish Creek Canyon		original GPS waypoint: 59		4/16/2006			hand	33.5244	-111.305	30 m	WGS 84	723	Acquired through GBIF in 2015 from lat/lon	upland Sonoran desertscrub	on boulders	pinned	RP Overson	walking along large rocks near canyon wall - couldn't find nest			
83	2006-10074	RPO#0083	#N/A	2006-10074	RPO#0083	U2020-I		North America	USA	AZ	Gila	Sierra Ancha Experimental Forest	Arizona State University Research Center				4/22/2006				33.798	-110.969	100	WGS 84	1705			nest under rock	100% EtOH	RP Overson	Old Collection Code 188			
84	RPO#0070	RPO#0084	80	RO-06-187	RPO#0084	U2020-I		North America	USA	AZ	Gila	Sierra Anchas	Arizona State University Research Center				4/22/2006			hand	33.798	-110.969	100 m	WGS 84	1578	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
85	RPO#0071	RPO#0085	81	RO-06-189	RPO#0085			North America	USA	AZ	Gila	Sierra Anchas	Arizona State University Research Center				4/22/2006			hand	33.798	-110.969	100 m	WGS 84	1578	Acquired through GBIF in 2015 from lat/lon		on ground	75% EtOH	RP Overson				
86	RPO#0072	RPO#0086	82	RO-06-191	RPO#0086			North America	USA	AZ	Gila	Sierra Anchas	Arizona State University Research Center				4/22/2006			hand	33.798	-110.969	100 m	WGS 84	1578	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
87	RPO#0073	RPO#0087	83	RO-06-192	RPO#0087	U2020-I		North America	USA	AZ	Gila	Sierra Anchas	Arizona State University Research Center				4/22/2006			hand	33.798	-110.969	100 m	WGS 84	1578	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
88	RPO#0074	RPO#0088	84	RO-06-193	RPO#0088	U2020-I		North America	USA	AZ	Gila	Sierra Anchas	Arizona State University Research Center				4/22/2006			hand	33.798	-110.969	100 m	WGS 84	1578	Acquired through GBIF in 2015 from lat/lon		on ground	75% EtOH	RP Overson				
89	2006-10024	RPO#0089	#N/A	2006-10024	RPO#0089	U2020-I		North America	USA	AZ	Maricopa	Tonto National Forest	Coon Bluff Recreation Site				5/17/2006			hand	33.548	-111.644	100	WGS 84	420			nest on ground	100% EtOH	RP Overson	Original field collection code: PC47			
90	2006-10025	RPO#0090	#N/A	2006-10025	RPO#0090	U2020-I		North America	USA	AZ	Maricopa	Tonto National Forest	Coon Bluff Recreation Site				5/17/2006			hand	33.548	-111.644	100	WGS 84	420			nest on ground	100% EtOH	RP Overson	Original field collection code: PC48			
91	RPO#0075	RPO#0091	85	RO-06-CP-48	RPO#0091	U2020-I		North America	USA	AZ	Maricopa	Salt River	Coon Bluff Recreation Area				5/17/2006			hand	33.548	-111.644	100 m	WGS 84	412	Acquired through GBIF in 2015 from lat/lon	upland Sonoran desertscrub	nest on ground	pinned	RP Overson				
92	2006-10028	RPO#0092	#N/A	2006-10028	RPO#0092	U2020-I		North America	USA	CA	San Diego	Cleveland National Forest	Cibbets Flat Campground				7/2/2006			hand	32.777	-116.447	100	WGS 84	1418			nest on ground	100% EtOH	RP Overson	Original field collection code: PC86			
93	2006-10029	RPO#0093	#N/A	2006-10029	RPO#0093	U2020-I		North America	USA	CA	San Diego	Cleveland National Forest	Cibbets Flat Campground				7/2/2006			hand	32.777	-116.447	100	WGS 84	1418			nest on ground	100% EtOH	RP Overson	Original field collection code: PC87			
94	2006-10026	RPO#0094	#N/A	2006-10026	RPO#0094	U2020-I		North America	USA	CA	San Diego		Lake Henshaw				7/3/2006			hand	33.232	-116.757	100	WGS 84	848			nest on ground	100% EtOH	RP Overson	Original field collection code: PC80			
95	2006-10027	RPO#0095	#N/A	2006-10027	RPO#0095			North America	USA	CA	San Diego		Lake Henshaw lost				7/3/2006			hand	33.232	-116.757	100	WGS 84	848			nest on ground	100% EtOH	RP Overson	Original field collection code: PC81			
96	RPO#0076	RPO#0096	86	RO-06-CP-43	RPO#0096	U2020-I		North America	USA	CA	San Diego		Lake Henshaw				7/3/2006			hand	33.232	-116.756	100 m	WGS 84	822	Acquired through GBIF in 2015 from lat/lon	California valley grassland	nest on ground	pinned	RP Overson				
97	RPO#0077	RPO#0097	87	RO-06-CP-44	RPO#0097	U2020-I		North America	USA	CA	San Diego		Lake Henshaw				7/3/2006			hand	33.232	-116.756	100 m	WGS 84	822	Acquired through GBIF in 2015 from lat/lon	California valley grassland	nest on ground	pinned	RP Overson				
98	RPO#0078	RPO#0098	88	RO-06-CP-45	RPO#0098	U2020-I		North America	USA	CA	San Diego		Lake Henshaw				7/3/2006			hand	33.232	-116.756	100 m	WGS 84	822	Acquired through GBIF in 2015 from lat/lon	California valley grassland	nest on ground	pinned	RP Overson				
99	RPO#0079	RPO#0099	89	RO-06-CP-46	RPO#0099	U2020-I		North America	USA	CA	San Diego		Lake Henshaw				7/3/2006			hand	33.232	-116.756	100 m	WGS 84	822	Acquired through GBIF in 2015 from lat/lon	California valley grassland	nest on ground	pinned	RP Overson				
100	RPO#0080	RPO#0100	90	RO-06-CP-47	RPO#0100	U2020-I		North America	USA	CA	San Diego		Lake Henshaw				7/3/2006			hand	33.232	-116.756	100 m	WGS 84	822	Acquired through GBIF in 2015 from lat/lon	California valley grassland	nest on ground	pinned	RP Overson				
101	2006-10030	RPO#0101	#N/A	2006-10030	RPO#0101	U2020-I		North America	USA	CA	San Diego	Cameron Valley	Kitchen Creek Road				7/4/2006			hand	32.726	-116.463	100	WGS 84	1043			nest on ground	100% EtOH	RP Overson	Original field collection code: PC92			
102	2006-10031	RPO#0102	#N/A	2006-10031	RPO#0102	U2020-I		North America	USA	CA	San Diego	Cameron Valley	Kitchen Creek Road				7/4/2006			hand	32.726	-116.463	100	WGS 84	1043			nest on ground	100% EtOH	RP Overson	Original field collection code: PC93			
103	RPO#0081	RPO#0103	91	RO-06-195	RPO#0103	U2020-I		North America	USA	AZ	Apache	Sitgreaves National Forest	Aniceto Tank				8/11/2006			hand	34.205	-109.708	100 m	WGS 84	2265	Acquired through GBIF in 2015 from lat/lon		ex rotting log	75% EtOH	RP Overson	rotting log at night			
104	RPO#0082	RPO#0104	92	RO-06-219	RPO#0104	U2020-I		North America	USA	AZ	Apache	Sitgreaves National Forest	Aniceto Tank				8/11/2006			hand	34.205	-109.708	100 m	WGS 84	2265	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
105	RPO#0083	RPO#0105	93	RO-06-220	RPO#0105			North America	USA	AZ	Apache	Sitgreaves National Forest	Aniceto Tank				8/11/2006			hand	34.205	-109.708	100 m	WGS 84	2265	Acquired through GBIF in 2015 from lat/lon		ground at night	75% EtOH	RP Overson				
106	2006-10071	RPO#0106	#N/A	2006-10071	RPO#0106	U2020-I		North America	USA	AZ	Apache		County Road 3149				8/12/2006			hand	34.2826	-109.6943	20	WGS 84	2077			nest on ground	100% EtOH	RP Overson	Old Collection Code 197			
107	RPO#0084	RPO#0107	94	RO-06-198	RPO#0107	U2020-I		North America	USA	AZ	Pinal	Superstition Mountains	Dacite Cliffs Parking Lot				8/25/2006			hand	33.3918	-111.3538	30 m	WGS 84	697	Acquired through GBIF in 2015 from lat/lon		nest on ground	75% EtOH	RP Overson				
108	RPO#0085	RPO#0108	95	RO-06-199	RPO#0108			North America	USA	AZ	Pinal	Superstition Mountains	Dacite Cliffs Parking Lot				8/25/2006			UV light	33.3918	-111.3538	30 m	WGS 84	697	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
109	RPO#0086	RPO#0109	96	RO-06-200	RPO#0109			North America	Mexico	Sonora	Guaymas		Puerto de San Carlos				9/2/2006			hand	27.912	-110.947	10 m	WGS 84	6	Acquired through GBIF in 2015 from lat/lon		ex ground	75% EtOH	RP Overson	foraging on ground across concrete			
110	RPO#0087	RPO#0110	102	RO-06-201	RPO#0110			North America	USA	AZ	Gila	Pinal Mountains	Russell Gulch				9/9/2006			hand	33.294	-110.866	100 m	WGS 84	1825	Acquired through GBIF in 2015 from lat/lon		ex yellow flowers	75% EtOH	RP Overson	collection destroyed, on yellow flowers			
111	RPO#0088	RPO#0111	103	RO-06-202	RPO#0111	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Russell Gulch				9/9/2006			hand	33.294	-110.866	100 m	WGS 84	1825	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
112	RPO#0089	RPO#0112	104	RO-06-203	RPO#0112	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Russell Gulch				9/9/2006			hand	33.294	-110.866	100 m	WGS 84	1825	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
113	RPO#0090	RPO#0113	105	RO-06-204	RPO#0113	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Russell Gulch				9/9/2006			hand	33.294	-110.866	100 m	WGS 84	1825	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
114	RPO#0090	RPO#0114	105	RO-06-204	RPO#0114			North America	USA	AZ	Gila	Pinal Mountains	Russell Gulch				9/9/2006			hand	33.294	-110.866	100 m	WGS 84	1827	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
115	RPO#0091	RPO#0115	106	RO-06-205	RPO#0115	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Russell Gulch				9/9/2006			hand	33.294	-110.866	100 m	WGS 84	1825	Acquired through GBIF in 2015 from lat/lon		ex rotting log	75% EtOH	RP Overson				
116	RPO#0092	RPO#0116	107	RO-06-206	RPO#0116			North America	USA	AZ	Gila	Pinal Mountains	Russell Gulch				9/9/2006			hand	33.294	-110.866	100 m	WGS 84	1825	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
117	RPO#0093	RPO#0117	108	RO-06-207	RPO#0117	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Russell Gulch				9/9/2006			hand	33.294	-110.866	100 m	WGS 84	1825	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
118	RPO#0094	RPO#0118	109	RO-06-208	RPO#0118	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Russell Gulch				9/9/2006			hand	33.294	-110.866	100 m	WGS 84	1825	Acquired through GBIF in 2015 from lat/lon		on ground	75% EtOH	RP Overson				
119	RPO#0095	RPO#0119	110	RO-06-209	RPO#0119	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Russell Gulch				9/9/2006			hand	33.294	-110.866	100 m	WGS 84	1825	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
120	RPO#0096	RPO#0120	97	RO-06-210	RPO#0120	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Pinal Peak				9/9/2006			hand	33.282	-110.82	100 m	WGS 84	2362	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
121	RPO#0096	RPO#0121	98	RO-06-211	RPO#0121	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Pinal Peak				9/9/2006			hand	33.282	-110.82	100 m	WGS 84	2362	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
122	RPO#0097	RPO#0122	99	RO-06-212	RPO#0122	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Pinal Peak				9/9/2006			hand	33.282	-110.82	100 m	WGS 84	2362	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
123	RPO#0098	RPO#0123	100	RO-06-213	RPO#0123	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Pinal Peak				9/9/2006			hand	33.282	-110.82	100 m	WGS 84	2362	Acquired through GBIF in 2015 from lat/lon		inside rock crevice	75% EtOH	RP Overson				
124	RPO#0099	RPO#0124	101	RO-06-214	RPO#0124	U2020-I		North America	USA	AZ	Gila	Pinal Mountains	Pinal Peak				9/9/2006			hand	33.282	-110.82	100 m	WGS 84	2362	Acquired through GBIF in 2015 from lat/lon		nest under rock	75% EtOH	RP Overson				
125	RPO#0100	RPO#0125	111	RO-06-216	RPO#0125			North America	USA	AZ	Gila	Tonto National Forest	Fossil Creek				9/22/2006			hand	34.4289	-111.5717	30 m	WGS 84	1344	Acquired through GBIF in 2015 from lat/lon		under water on rock	75% EtOH	RP Overson				
126	RPO#0100	RPO#0126	111	RO-06-216	RPO#0126			North America	USA	AZ	Gila	Tonto National Forest	Fossil Creek				9/22/2006			hand	34.4289	-111.5717	30 m	WGS 84	1359	Acquired through GBIF in 2015 from lat/lon		under water on rock	75% EtOH	RP Overson				
127	RPO#0100	RPO#0127	111	RO-06-216	RPO#0127			North America	USA	AZ	Gila	Tonto National Forest	Fossil Creek				9/22/2006			hand	34.4289	-111.5717	30 m	WGS 84	1359	Acquired through GBIF in 2015 from lat/lon		under water on rock	75% EtOH	RP Overson				
128	RPO#0100	RPO#0128	111	RO-06-216	RPO#0128			North America	USA	AZ	Gila	Tonto National Forest	Fossil Creek				9/22/2006			hand	34.4289	-111.5717	30 m	WGS 84	1359	Acquired through GBIF in 2015 from lat/lon		under water on rock	75% EtOH	RP Overson				
129	RPO#0101	RPO#0129	112	RO-06-217	RPO#0129	U2020-I		North America	USA	AZ	Gila	Tonto National Forest	Fossil Creek				9/22/2006			hand	34.4289	-111.5717	30 m	WGS 84	1344	Acquired through GBIF in 2015 from lat/lon		On cliff face at night	75% EtOH	RP Overson				
130	RPO#0101	RPO#0130	112	RO-06-217	RPO#0130	U2020-I		North America	USA	AZ	Gila	Tonto National Forest	Fossil Creek				9/22/2006			hand	34.4289	-111.5717	30 m	WGS 84	1359	Acquired through GBIF in 2015 from lat/lon		On cliff face at night	75% EtOH	RP Overson				
131	RPO#0102	RPO#0131	114	RO-06-224	RPO#0131	U2020-II		North America	USA	AZ	Maricopa	Superstition Mountains	Fish Creek		3		9/29/2006			UV light	33.5359	-111.3017	30 m	WGS 84	664	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
132	RPO#0102	RPO#0132	114	RO-06-224	RPO#0132			North America	USA	AZ	Maricopa	Superstition Mountains	Fish Creek		3		9/29/2006			UV light	33.5359	-111.3017	30 m	WGS 84	673	Acquired through GBIF in 2015 from lat/lon			75% EtOH	RP Overson				
133	RPO#0103	RPO#0133	115	RO-06-225	RPO#0133	U2020-II		North America	USA	AZ	Maricopa	Superstition Mountains	Fish Creek		3		9/29/2006			hand	33.5359	-111.3017	30 m	WGS 84	664	Acquired through GBIF in 2015 from lat/lon		ex ground	pinned	RP Overson	ground at night			
134	RPO#0103	RPO#0134	115	RO-06-225	RPO#0134	U2020-II		North America	USA	AZ	Maricopa	Superstition Mountains	Fish Creek		3		9/29/2006			hand	33.5359	-111.3017	30 m	WGS 84	669	Acquired through GBIF in 2015 from lat/lon		ex ground	pinned	RP Overson	ground at night			
135	RPO#0103	RPO#0135	115	RO-06-225	RPO#0135			North America	USA	AZ	Maricopa	Superstition Mountains	Fish Creek		3		9/29/2006			hand	33.5359	-111.3017	30 m	WGS 84	669	Acquired through GBIF in 2015 from lat/lon		ex ground	pinned	RP Overson	ground at night			
136	RPO#0104	RPO#0136	119	RO-06-228	RPO#0136			North America	USA	AZ	Maricopa	Superstition Mountains	Fish Creek		3		9/29/2006			hand	33.5359	-111.3017	30 m	WGS 84	664	Acquired through GBIF in 2015 from lat/lon		under rock	75% EtOH	RP Overson	under rock at night			
137	RPO#0105	RPO#0137	120	RO-06-229	RPO#0137	U2020-II		North America	USA	AZ	Maricopa	Superstition Mountains	Fish Creek		3		9/29/2006			hand	33.5359	-111.3017	30 m	WGS 84	664	Acquired through GBIF in 2015 from lat/lon		ex ground	75% EtOH	RP Overson	foraging on ground at night			
138	RPO#0105	RPO#0138	120	RO-06-229	RPO#0138			North America	USA	AZ	Maricopa	Superstition Mountains	Fish Creek		3		9/29/2006			hand	33.5359	-111.3017	30 m	WGS 84	673	Acquired through GBIF in 2015 from lat/lon		ex ground	75% EtOH	RP Overson	foraging on ground at night			
139	RPO#0106	RPO#0139	#N/A	RO-06-230	RPO#0139			North America	USA	AZ	Maricopa	Superstition Mountains	Fish Creek		3		9/29/2006			hand	33.5359	-111.3017	30 m	WGS 84	673	Acquired through GBIF in 2015 from lat/lon		ex ground	pinned	RP Overson	foraging on ground at night			
140	RPO#0107	RPO#0140	122	RO-06-234	RPO#0140			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 73	10/7/2006			hand	31.432	-111.1886	30 m	WGS 84	1222	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		pinned	RP Overson				
141	RPO#0108	RPO#0141	123	RO-06-235	RPO#0141			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 74	10/7/2006			hand	31.4247	-111.195	30 m	WGS 84	1197	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		pinned	RP Overson				
142	RPO#0109	RPO#0142	124	RO-06-236	RPO#0142			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 74	10/7/2006			hand	31.4247	-111.195	30 m	WGS 84	1197	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		pinned	RP Overson				
143	RPO#0110	RPO#0143	125	RO-06-239	RPO#0143			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 74	10/7/2006			hand	31.4247	-111.195	30 m	WGS 84	1197	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		pinned	RP Overson				
144	RPO#0110	RPO#0144	126	RO-06-241	RPO#0144			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 74	10/7/2006			hand	31.4247	-111.195	30 m	WGS 84	1271	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		pinned	RP Overson				
145	RPO#0111	RPO#0145	127	RO-06-243	RPO#0145			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 74	10/7/2006			hand	31.4247	-111.195	30 m	WGS 84	1197	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		pinned	RP Overson				
146	RPO#0112	RPO#0146	128	RO-06-249	RPO#0146			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 74	10/7/2006			hand	31.4247	-111.195	30 m	WGS 84	1197	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		pinned	RP Overson				
147	RPO#0113	RPO#0147	129	RO-06-250	RPO#0147			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 84	10/7/2006			hand	31.4247	-111.195	30 m	WGS 84	1197	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		pinned	RP Overson				
148	RPO#0114	RPO#0148	130	RO-06-251	RPO#0148	U2020-II		North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 84	10/7/2006			hand	31.4247	-111.195	30 m	WGS 84	1197	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		pinned	RP Overson				
149	RPO#0115	RPO#0149	131	RO-06-252	RPO#0149	U2020-II		North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 75	10/7/2006			hand	31.4216	-111.1943	10 m	WGS 84	1201	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland	nest under rock	75% EtOH	RP Overson				
150	RPO#0116	RPO#0150	132	RO-06-253	RPO#0150	U2020-II		North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 75	10/7/2006			hand	31.4216	-111.1943	10 m	WGS 84	1201	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland	nest under rock	75% EtOH	RP Overson				
151	RPO#0117	RPO#0151	133	RO-06-254	RPO#0151			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 75	10/7/2006			hand	31.4216	-111.1943	10 m	WGS 84	1201	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland	ex cliff face	75% EtOH	RP Overson				
152	RPO#0118	RPO#0152	134	RO-06-255	RPO#0152			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 98	10/7/2006			hand	31.4255	-111.194	30 m	WGS 84	1210	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		pinned	RP Overson				
153	RPO#0119	RPO#0153	135	RO-06-257	RPO#0153			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: 98	10/7/2006			hand	31.4255	-111.194	30 m	WGS 84	1210	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		pinned	RP Overson				
154	RPO#0121	RPO#0154	#N/A		RPO#0154			North America	USA	AZ	Santa Cruz	Pajarita Wilderness Area	Sycamore Creek			original GPS waypoint: anerg	10/7/2006			hand	31.429	-111.1911	10 m	WGS 84	1215	Acquired through GBIF in 2015 from lat/lon	madrean evergreen woodland		75% EtOH	RP Overson				
